transaction_id,date,platform,customer_id,customer_segment,region_city,product_id,product_category,order_status,number_of_orders,total_order_value,courier_name,delivery_status,delivery_time_days,customer_lifetime_value,acquisition_source,acquisition_cost,gross_margin_percentage,campaign_id,discount_percentage,platform_commission,competitor_price,weather_condition,peak_season_flag,customer_satisfaction,review_count,courier_reliability,market_demand_index,estimated_financial_loss,delivery_success_rate,paragraph
TRX-2023-081,09/03/2023,Zalora,CUST-081,Regular,Davao,PROD-S9,Health & Beauty,Delayed,120,139080,CourierZ,Failed,3.8,62470,Facebook,585,33.4,CAMP-Q2-003,16.4,9.5,128689,normal,0,3.5,55,6.1,3,1111.03,88.06,"""In the transaction with ID TRX-2023-081 on 09/03/2023, a total of 120 orders were placed on the Zalora platform by customer CUST-081, who belongs to the Regular segment in Davao. The product with ID PROD-S9, categorized under Health & Beauty, was sold with an order status of Delayed. The total order value reached 139080, and the delivery was handled by CourierZ, achieving a delivery status of Failed with a delivery time of 3.8 days. The customer lifetime value was estimated at 62470, with an acquisition cost of 585 from the Facebook source. The campaign ID associated with this transaction is CAMP-Q2-003, which offered a discount of 16.4%. The platform commission was 9.5%, while the competitor price stood at 128689. The weather condition during this transaction was normal, and it was 0 that it fell within the peak season. Customer satisfaction was rated at 3.5 based on 55 reviews, and the courier reliability was measured at 6.1. The market demand index was 3, with an estimated financial loss of 1111.03 and a delivery success rate of 88.06."""
TRX-2023-082,11/01/2023,Lazada,CUST-082,Regular,Manila,PROD-B6,Toys,Completed,78,92118,CourierZ,Delayed,4.2,63363,Facebook,479,31.5,CAMP-Q2-001,3.9,5.7,116370,normal,1,4.3,20,6.3,4,1911.6,99.86,"""In the transaction with ID TRX-2023-082 on 11/01/2023, a total of 78 orders were placed on the Lazada platform by customer CUST-082, who belongs to the Regular segment in Manila. The product with ID PROD-B6, categorized under Toys, was sold with an order status of Completed. The total order value reached 92118, and the delivery was handled by CourierZ, achieving a delivery status of Delayed with a delivery time of 4.2 days. The customer lifetime value was estimated at 63363, with an acquisition cost of 479 from the Facebook source. The campaign ID associated with this transaction is CAMP-Q2-001, which offered a discount of 3.9%. The platform commission was 5.7%, while the competitor price stood at 116370. The weather condition during this transaction was normal, and it was 1 that it fell within the peak season. Customer satisfaction was rated at 4.3 based on 20 reviews, and the courier reliability was measured at 6.3. The market demand index was 4, with an estimated financial loss of 1911.6 and a delivery success rate of 99.86."""
TRX-2023-083,24/10/2023,Shopee,CUST-083,Premium,Davao,PROD-E7,Toys,Completed,165,110550,CourierY,Delayed,4.7,70945,Instagram,450,35.4,CAMP-Q2-003,22.0,8.5,80411,normal,0,4.3,18,7.3,3,1727.52,86.53,"""In the transaction with ID TRX-2023-083 on 24/10/2023, a total of 165 orders were placed on the Shopee platform by customer CUST-083, who belongs to the Premium segment in Davao. The product with ID PROD-E7, categorized under Toys, was sold with an order status of Completed. The total order value reached 110550, and the delivery was handled by CourierY, achieving a delivery status of Delayed with a delivery time of 4.7 days. The customer lifetime value was estimated at 70945, with an acquisition cost of 450 from the Instagram source. The campaign ID associated with this transaction is CAMP-Q2-003, which offered a discount of 22.0%. The platform commission was 8.5%, while the competitor price stood at 80411. The weather condition during this transaction was normal, and it was 0 that it fell within the peak season. Customer satisfaction was rated at 4.3 based on 18 reviews, and the courier reliability was measured at 7.3. The market demand index was 3, with an estimated financial loss of 1727.52 and a delivery success rate of 86.53."""
TRX-2023-084,10/01/2023,Shopee,CUST-084,Regular,Cebu,PROD-L10,Toys,Delayed,70,100030,CourierX,Failed,4.6,150527,Referral,327,30.7,CAMP-Q2-003,4.7,6.7,94410,heavy_rain,0,3.6,43,10.0,6,1448.44,85.72,"""In the transaction with ID TRX-2023-084 on 10/01/2023, a total of 70 orders were placed on the Shopee platform by customer CUST-084, who belongs to the Regular segment in Cebu. The product with ID PROD-L10, categorized under Toys, was sold with an order status of Delayed. The total order value reached 100030, and the delivery was handled by CourierX, achieving a delivery status of Failed with a delivery time of 4.6 days. The customer lifetime value was estimated at 150527, with an acquisition cost of 327 from the Referral source. The campaign ID associated with this transaction is CAMP-Q2-003, which offered a discount of 4.7%. The platform commission was 6.7%, while the competitor price stood at 94410. The weather condition during this transaction was heavy_rain, and it was 0 that it fell within the peak season. Customer satisfaction was rated at 3.6 based on 43 reviews, and the courier reliability was measured at 10.0. The market demand index was 6, with an estimated financial loss of 1448.44 and a delivery success rate of 85.72."""
TRX-2023-085,28/08/2023,Amazon,CUST-085,Premium,Cagayan de Oro,PROD-A6,Toys,Completed,145,191690,CourierY,Failed,4.6,207209,Google,265,35.4,CAMP-Q2-003,21.9,7.4,84614,typhoon,0,3.5,38,9.3,8,1859.6,89.93,"""In the transaction with ID TRX-2023-085 on 28/08/2023, a total of 145 orders were placed on the Amazon platform by customer CUST-085, who belongs to the Premium segment in Cagayan de Oro. The product with ID PROD-A6, categorized under Toys, was sold with an order status of Completed. The total order value reached 191690, and the delivery was handled by CourierY, achieving a delivery status of Failed with a delivery time of 4.6 days. The customer lifetime value was estimated at 207209, with an acquisition cost of 265 from the Google source. The campaign ID associated with this transaction is CAMP-Q2-003, which offered a discount of 21.9%. The platform commission was 7.4%, while the competitor price stood at 84614. The weather condition during this transaction was typhoon, and it was 0 that it fell within the peak season. Customer satisfaction was rated at 3.5 based on 38 reviews, and the courier reliability was measured at 9.3. The market demand index was 8, with an estimated financial loss of 1859.6 and a delivery success rate of 89.93."""
TRX-2023-086,10/11/2023,Shopee,CUST-086,New,Bacolod,PROD-E8,Fashion,Failed,57,80598,CourierY,Failed,2.5,253542,Google,490,35.9,CAMP-Q2-003,4.7,7.3,145645,heavy_rain,1,3.3,95,9.2,10,1274.73,86.99,"""In the transaction with ID TRX-2023-086 on 10/11/2023, a total of 57 orders were placed on the Shopee platform by customer CUST-086, who belongs to the New segment in Bacolod. The product with ID PROD-E8, categorized under Fashion, was sold with an order status of Failed. The total order value reached 80598, and the delivery was handled by CourierY, achieving a delivery status of Failed with a delivery time of 2.5 days. The customer lifetime value was estimated at 253542, with an acquisition cost of 490 from the Google source. The campaign ID associated with this transaction is CAMP-Q2-003, which offered a discount of 4.7%. The platform commission was 7.3%, while the competitor price stood at 145645. The weather condition during this transaction was heavy_rain, and it was 1 that it fell within the peak season. Customer satisfaction was rated at 3.3 based on 95 reviews, and the courier reliability was measured at 9.2. The market demand index was 10, with an estimated financial loss of 1274.73 and a delivery success rate of 86.99."""
TRX-2023-087,03/07/2023,Zalora,CUST-087,Regular,Manila,PROD-X2,Fashion,Failed,73,56721,CourierY,Success,4.2,175866,Referral,465,31.6,CAMP-Q2-003,18.0,5.1,82358,typhoon,1,3.1,100,6.1,2,1246.45,95.97,"""In the transaction with ID TRX-2023-087 on 03/07/2023, a total of 73 orders were placed on the Zalora platform by customer CUST-087, who belongs to the Regular segment in Manila. The product with ID PROD-X2, categorized under Fashion, was sold with an order status of Failed. The total order value reached 56721, and the delivery was handled by CourierY, achieving a delivery status of Success with a delivery time of 4.2 days. The customer lifetime value was estimated at 175866, with an acquisition cost of 465 from the Referral source. The campaign ID associated with this transaction is CAMP-Q2-003, which offered a discount of 18.0%. The platform commission was 5.1%, while the competitor price stood at 82358. The weather condition during this transaction was typhoon, and it was 1 that it fell within the peak season. Customer satisfaction was rated at 3.1 based on 100 reviews, and the courier reliability was measured at 6.1. The market demand index was 2, with an estimated financial loss of 1246.45 and a delivery success rate of 95.97."""
TRX-2023-088,14/09/2023,Zalora,CUST-088,Premium,Iloilo,PROD-Z7,Health & Beauty,Failed,195,239850,CourierY,Failed,3.9,138186,Instagram,407,25.4,CAMP-Q2-003,4.5,8.9,128115,typhoon,0,3.3,62,5.1,9,1537.93,92.25,"""In the transaction with ID TRX-2023-088 on 14/09/2023, a total of 195 orders were placed on the Zalora platform by customer CUST-088, who belongs to the Premium segment in Iloilo. The product with ID PROD-Z7, categorized under Health & Beauty, was sold with an order status of Failed. The total order value reached 239850, and the delivery was handled by CourierY, achieving a delivery status of Failed with a delivery time of 3.9 days. The customer lifetime value was estimated at 138186, with an acquisition cost of 407 from the Instagram source. The campaign ID associated with this transaction is CAMP-Q2-003, which offered a discount of 4.5%. The platform commission was 8.9%, while the competitor price stood at 128115. The weather condition during this transaction was typhoon, and it was 0 that it fell within the peak season. Customer satisfaction was rated at 3.3 based on 62 reviews, and the courier reliability was measured at 5.1. The market demand index was 9, with an estimated financial loss of 1537.93 and a delivery success rate of 92.25."""
TRX-2023-089,11/04/2023,Shopee,CUST-089,Regular,Iloilo,PROD-L7,Toys,Completed,167,97695,CourierZ,Failed,3.2,218911,Referral,593,22.0,CAMP-Q2-002,18.7,8.2,127515,normal,1,4.0,77,7.3,10,1111.59,95.34,"""In the transaction with ID TRX-2023-089 on 11/04/2023, a total of 167 orders were placed on the Shopee platform by customer CUST-089, who belongs to the Regular segment in Iloilo. The product with ID PROD-L7, categorized under Toys, was sold with an order status of Completed. The total order value reached 97695, and the delivery was handled by CourierZ, achieving a delivery status of Failed with a delivery time of 3.2 days. The customer lifetime value was estimated at 218911, with an acquisition cost of 593 from the Referral source. The campaign ID associated with this transaction is CAMP-Q2-002, which offered a discount of 18.7%. The platform commission was 8.2%, while the competitor price stood at 127515. The weather condition during this transaction was normal, and it was 1 that it fell within the peak season. Customer satisfaction was rated at 4.0 based on 77 reviews, and the courier reliability was measured at 7.3. The market demand index was 10, with an estimated financial loss of 1111.59 and a delivery success rate of 95.34."""
TRX-2023-090,14/02/2023,Amazon,CUST-090,Regular,Bacolod,PROD-X7,Toys,Failed,106,71974,CourierX,Failed,2.5,151135,Google,492,27.6,CAMP-Q2-003,11.4,7.4,141123,normal,1,3.7,28,5.2,4,1844.0,92.89,"""In the transaction with ID TRX-2023-090 on 14/02/2023, a total of 106 orders were placed on the Amazon platform by customer CUST-090, who belongs to the Regular segment in Bacolod. The product with ID PROD-X7, categorized under Toys, was sold with an order status of Failed. The total order value reached 71974, and the delivery was handled by CourierX, achieving a delivery status of Failed with a delivery time of 2.5 days. The customer lifetime value was estimated at 151135, with an acquisition cost of 492 from the Google source. The campaign ID associated with this transaction is CAMP-Q2-003, which offered a discount of 11.4%. The platform commission was 7.4%, while the competitor price stood at 141123. The weather condition during this transaction was normal, and it was 1 that it fell within the peak season. Customer satisfaction was rated at 3.7 based on 28 reviews, and the courier reliability was measured at 5.2. The market demand index was 4, with an estimated financial loss of 1844.0 and a delivery success rate of 92.89."""
TRX-2023-091,27/12/2023,Zalora,CUST-091,Regular,Cagayan de Oro,PROD-I3,Toys,Completed,101,59893,CourierY,Failed,3.7,74716,Google,289,30.4,CAMP-Q2-001,14.8,6.3,91571,heavy_rain,0,3.5,83,8.3,10,1096.15,95.94,"""In the transaction with ID TRX-2023-091 on 27/12/2023, a total of 101 orders were placed on the Zalora platform by customer CUST-091, who belongs to the Regular segment in Cagayan de Oro. The product with ID PROD-I3, categorized under Toys, was sold with an order status of Completed. The total order value reached 59893, and the delivery was handled by CourierY, achieving a delivery status of Failed with a delivery time of 3.7 days. The customer lifetime value was estimated at 74716, with an acquisition cost of 289 from the Google source. The campaign ID associated with this transaction is CAMP-Q2-001, which offered a discount of 14.8%. The platform commission was 6.3%, while the competitor price stood at 91571. The weather condition during this transaction was heavy_rain, and it was 0 that it fell within the peak season. Customer satisfaction was rated at 3.5 based on 83 reviews, and the courier reliability was measured at 8.3. The market demand index was 10, with an estimated financial loss of 1096.15 and a delivery success rate of 95.94."""
TRX-2023-092,01/06/2023,Shopee,CUST-092,Regular,Davao,PROD-G5,Automotive,Failed,72,79272,CourierX,Failed,2.5,172262,Facebook,434,36.5,CAMP-Q2-003,9.8,8.9,90921,typhoon,1,3.1,11,8.6,2,1426.26,86.76,"""In the transaction with ID TRX-2023-092 on 01/06/2023, a total of 72 orders were placed on the Shopee platform by customer CUST-092, who belongs to the Regular segment in Davao. The product with ID PROD-G5, categorized under Automotive, was sold with an order status of Failed. The total order value reached 79272, and the delivery was handled by CourierX, achieving a delivery status of Failed with a delivery time of 2.5 days. The customer lifetime value was estimated at 172262, with an acquisition cost of 434 from the Facebook source. The campaign ID associated with this transaction is CAMP-Q2-003, which offered a discount of 9.8%. The platform commission was 8.9%, while the competitor price stood at 90921. The weather condition during this transaction was typhoon, and it was 1 that it fell within the peak season. Customer satisfaction was rated at 3.1 based on 11 reviews, and the courier reliability was measured at 8.6. The market demand index was 2, with an estimated financial loss of 1426.26 and a delivery success rate of 86.76."""
TRX-2023-093,17/03/2023,Shopee,CUST-093,Regular,Cagayan de Oro,PROD-N6,Automotive,Delayed,196,105644,CourierZ,Success,2.2,229392,Google,434,28.1,CAMP-Q2-001,18.5,5.6,111672,typhoon,0,3.7,49,6.2,10,1277.41,92.19,"""In the transaction with ID TRX-2023-093 on 17/03/2023, a total of 196 orders were placed on the Shopee platform by customer CUST-093, who belongs to the Regular segment in Cagayan de Oro. The product with ID PROD-N6, categorized under Automotive, was sold with an order status of Delayed. The total order value reached 105644, and the delivery was handled by CourierZ, achieving a delivery status of Success with a delivery time of 2.2 days. The customer lifetime value was estimated at 229392, with an acquisition cost of 434 from the Google source. The campaign ID associated with this transaction is CAMP-Q2-001, which offered a discount of 18.5%. The platform commission was 5.6%, while the competitor price stood at 111672. The weather condition during this transaction was typhoon, and it was 0 that it fell within the peak season. Customer satisfaction was rated at 3.7 based on 49 reviews, and the courier reliability was measured at 6.2. The market demand index was 10, with an estimated financial loss of 1277.41 and a delivery success rate of 92.19."""
TRX-2023-094,23/01/2023,Amazon,CUST-094,New,Cebu,PROD-A7,Health & Beauty,Delayed,101,106555,CourierZ,Success,2.5,111489,Referral,554,37.9,CAMP-Q2-001,18.7,9.1,133489,normal,0,4.7,95,9.0,9,1284.76,86.69,"""In the transaction with ID TRX-2023-094 on 23/01/2023, a total of 101 orders were placed on the Amazon platform by customer CUST-094, who belongs to the New segment in Cebu. The product with ID PROD-A7, categorized under Health & Beauty, was sold with an order status of Delayed. The total order value reached 106555, and the delivery was handled by CourierZ, achieving a delivery status of Success with a delivery time of 2.5 days. The customer lifetime value was estimated at 111489, with an acquisition cost of 554 from the Referral source. The campaign ID associated with this transaction is CAMP-Q2-001, which offered a discount of 18.7%. The platform commission was 9.1%, while the competitor price stood at 133489. The weather condition during this transaction was normal, and it was 0 that it fell within the peak season. Customer satisfaction was rated at 4.7 based on 95 reviews, and the courier reliability was measured at 9.0. The market demand index was 9, with an estimated financial loss of 1284.76 and a delivery success rate of 86.69."""
TRX-2023-095,18/08/2023,Lazada,CUST-095,Regular,Iloilo,PROD-O3,Fashion,Failed,76,101308,CourierX,Success,2.3,261002,Facebook,563,39.4,CAMP-Q2-002,7.2,7.0,111711,normal,1,3.1,88,8.3,3,1911.03,99.75,"""In the transaction with ID TRX-2023-095 on 18/08/2023, a total of 76 orders were placed on the Lazada platform by customer CUST-095, who belongs to the Regular segment in Iloilo. The product with ID PROD-O3, categorized under Fashion, was sold with an order status of Failed. The total order value reached 101308, and the delivery was handled by CourierX, achieving a delivery status of Success with a delivery time of 2.3 days. The customer lifetime value was estimated at 261002, with an acquisition cost of 563 from the Facebook source. The campaign ID associated with this transaction is CAMP-Q2-002, which offered a discount of 7.2%. The platform commission was 7.0%, while the competitor price stood at 111711. The weather condition during this transaction was normal, and it was 1 that it fell within the peak season. Customer satisfaction was rated at 3.1 based on 88 reviews, and the courier reliability was measured at 8.3. The market demand index was 3, with an estimated financial loss of 1911.03 and a delivery success rate of 99.75."""
TRX-2023-096,20/06/2023,Shopee,CUST-096,Premium,Iloilo,PROD-O5,Electronics,Completed,162,212382,CourierY,Success,3.5,105416,Organic,236,21.9,CAMP-Q2-001,19.4,7.6,137146,typhoon,1,3.9,86,6.5,10,1746.4,94.75,"""In the transaction with ID TRX-2023-096 on 20/06/2023, a total of 162 orders were placed on the Shopee platform by customer CUST-096, who belongs to the Premium segment in Iloilo. The product with ID PROD-O5, categorized under Electronics, was sold with an order status of Completed. The total order value reached 212382, and the delivery was handled by CourierY, achieving a delivery status of Success with a delivery time of 3.5 days. The customer lifetime value was estimated at 105416, with an acquisition cost of 236 from the Organic source. The campaign ID associated with this transaction is CAMP-Q2-001, which offered a discount of 19.4%. The platform commission was 7.6%, while the competitor price stood at 137146. The weather condition during this transaction was typhoon, and it was 1 that it fell within the peak season. Customer satisfaction was rated at 3.9 based on 86 reviews, and the courier reliability was measured at 6.5. The market demand index was 10, with an estimated financial loss of 1746.4 and a delivery success rate of 94.75."""
TRX-2023-097,18/11/2023,Zalora,CUST-097,Regular,Cagayan de Oro,PROD-F10,Automotive,Delayed,57,34713,CourierX,Delayed,3.0,57352,Referral,555,29.2,CAMP-Q2-001,12.0,9.4,127349,heavy_rain,0,4.3,100,6.5,2,1249.52,92.9,"""In the transaction with ID TRX-2023-097 on 18/11/2023, a total of 57 orders were placed on the Zalora platform by customer CUST-097, who belongs to the Regular segment in Cagayan de Oro. The product with ID PROD-F10, categorized under Automotive, was sold with an order status of Delayed. The total order value reached 34713, and the delivery was handled by CourierX, achieving a delivery status of Delayed with a delivery time of 3.0 days. The customer lifetime value was estimated at 57352, with an acquisition cost of 555 from the Referral source. The campaign ID associated with this transaction is CAMP-Q2-001, which offered a discount of 12.0%. The platform commission was 9.4%, while the competitor price stood at 127349. The weather condition during this transaction was heavy_rain, and it was 0 that it fell within the peak season. Customer satisfaction was rated at 4.3 based on 100 reviews, and the courier reliability was measured at 6.5. The market demand index was 2, with an estimated financial loss of 1249.52 and a delivery success rate of 92.9."""
TRX-2023-098,20/11/2023,Zalora,CUST-098,New,Cagayan de Oro,PROD-K3,Health & Beauty,Failed,86,121432,CourierZ,Failed,3.8,75497,Referral,402,33.9,CAMP-Q2-003,22.3,9.7,115140,normal,0,5.0,84,9.0,10,1205.67,90.85,"""In the transaction with ID TRX-2023-098 on 20/11/2023, a total of 86 orders were placed on the Zalora platform by customer CUST-098, who belongs to the New segment in Cagayan de Oro. The product with ID PROD-K3, categorized under Health & Beauty, was sold with an order status of Failed. The total order value reached 121432, and the delivery was handled by CourierZ, achieving a delivery status of Failed with a delivery time of 3.8 days. The customer lifetime value was estimated at 75497, with an acquisition cost of 402 from the Referral source. The campaign ID associated with this transaction is CAMP-Q2-003, which offered a discount of 22.3%. The platform commission was 9.7%, while the competitor price stood at 115140. The weather condition during this transaction was normal, and it was 0 that it fell within the peak season. Customer satisfaction was rated at 5.0 based on 84 reviews, and the courier reliability was measured at 9.0. The market demand index was 10, with an estimated financial loss of 1205.67 and a delivery success rate of 90.85."""
TRX-2023-099,30/06/2023,Lazada,CUST-099,Premium,Manila,PROD-O5,Electronics,Completed,125,187125,CourierX,Failed,3.2,239261,Facebook,370,29.8,CAMP-Q2-001,4.9,6.8,103251,heavy_rain,0,4.4,34,5.2,8,1353.76,88.23,"""In the transaction with ID TRX-2023-099 on 30/06/2023, a total of 125 orders were placed on the Lazada platform by customer CUST-099, who belongs to the Premium segment in Manila. The product with ID PROD-O5, categorized under Electronics, was sold with an order status of Completed. The total order value reached 187125, and the delivery was handled by CourierX, achieving a delivery status of Failed with a delivery time of 3.2 days. The customer lifetime value was estimated at 239261, with an acquisition cost of 370 from the Facebook source. The campaign ID associated with this transaction is CAMP-Q2-001, which offered a discount of 4.9%. The platform commission was 6.8%, while the competitor price stood at 103251. The weather condition during this transaction was heavy_rain, and it was 0 that it fell within the peak season. Customer satisfaction was rated at 4.4 based on 34 reviews, and the courier reliability was measured at 5.2. The market demand index was 8, with an estimated financial loss of 1353.76 and a delivery success rate of 88.23."""
TRX-2023-100,19/04/2023,Shopee,CUST-100,Premium,Davao,PROD-Q2,Electronics,Completed,113,86897,CourierX,Failed,2.7,279036,Organic,480,29.3,CAMP-Q2-001,18.8,5.0,102397,normal,1,4.9,97,7.8,3,1688.7,97.39,"""In the transaction with ID TRX-2023-100 on 19/04/2023, a total of 113 orders were placed on the Shopee platform by customer CUST-100, who belongs to the Premium segment in Davao. The product with ID PROD-Q2, categorized under Electronics, was sold with an order status of Completed. The total order value reached 86897, and the delivery was handled by CourierX, achieving a delivery status of Failed with a delivery time of 2.7 days. The customer lifetime value was estimated at 279036, with an acquisition cost of 480 from the Organic source. The campaign ID associated with this transaction is CAMP-Q2-001, which offered a discount of 18.8%. The platform commission was 5.0%, while the competitor price stood at 102397. The weather condition during this transaction was normal, and it was 1 that it fell within the peak season. Customer satisfaction was rated at 4.9 based on 97 reviews, and the courier reliability was measured at 7.8. The market demand index was 3, with an estimated financial loss of 1688.7 and a delivery success rate of 97.39."""
